,0
0,-0.899247391026069
1,-0.6130918773870667
2,-0.8338665324994423
3,-1.0904345399715445
4,-0.7388631649720557
5,0.4748660484950617
6,-1.2055316019255449
7,-1.0267135145599782
8,-0.7329337466934275
9,0.4229436706641153
10,0.372900345476742
11,-0.4378974564081469
12,-1.0047916661556593
13,-1.1547877219079972
14,-0.9675121458133801
15,-1.166551004936894
16,-0.7120326011264674
17,-1.0402072861134866
18,-0.7683333557353549
19,-1.076366398365021
20,-1.1434171585373616
21,-1.134096737314949
22,-0.7460254042148733
23,-0.9304904539599046
24,-0.6863691863087772
25,-0.3874290627286627
26,-0.49190705326788564
27,-0.7876232930379377
28,-0.39105335199044006
29,-0.7702739460607454
30,-1.18420449485428
31,-1.0967623452917816
32,-0.5585532679957048
33,-1.1210019902737507
34,-0.7461150263739065
35,-0.7996103729171036
36,-0.7661287357359357
37,-0.41039814219710263
38,-0.5068809922956545
39,-1.5798757635778375
40,-1.0008268306173198
41,-1.136438883933372
42,-0.9736111505409671
43,-1.5928837037285508
44,-1.4471262741543696
45,-0.7809071458828842
46,-0.9837577188693608
47,-0.99613067752532
48,-0.7061902851962071
49,-0.7151098624006944
50,-1.2673816403538858
51,-1.0933372381324111
52,0.17559174317128917
53,-1.1240527575956312
54,-1.0105268462559152
55,-0.6287031952997462
56,-1.3048154886846972
57,-0.27763060379416776
58,-0.7020711940915608
59,-0.7604894301623542
60,-0.12872943535278986
61,-0.900153004565056
62,-1.2352466524151597
63,-1.0670702180711755
64,-0.36570987010019174
65,-1.074761469847415
66,-0.6657210219471429
67,-0.5459879267423009
68,-0.6986977631164523
69,-0.4899743630102998
70,-1.2214693479664571
71,-0.8087736215318178
72,-1.073743532852241
73,-1.0337044688056205
74,-1.0690237354942338
75,-1.5184918955178413
76,-0.8015997024635714
77,-0.9755279795966777
78,-0.6471820529253176
79,-0.9248339199871747
80,-0.45969655989861
81,-0.5448269591208025
82,-0.17085324545743957
83,-1.0615234207025463
84,-0.9030965989579127
85,-1.045904753243675
86,-1.2995326738816357
87,-1.18651472206595
88,-0.9594825217293163
89,-0.7399167763312875
90,-1.012306243296287
91,-1.0803709026989508
92,-0.9591495640910899
93,-0.5730105200481163
94,-1.288097587860909
95,-1.5046206006185374
96,-1.1653243243916809
97,-1.546282236035006
98,0.04805585956806774
99,-0.961478455079562
100,-0.7835848116594003
101,-0.9650222364232045
102,-0.38328367943895963
103,-0.833991617791183
104,-1.2161758137155712
105,-1.3732158577886202
106,-0.5996059041264242
107,0.011436822706436934
108,1.2911249536537248
109,-0.477479779620029
110,-0.6688337552740191
111,-0.4909178369591073
112,-0.9696772605573134
113,-0.4442523649803952
114,-0.19423332709743804
115,-1.1056206112751499
116,-1.2647188791264656
117,-0.9346127685235939
118,-0.6354833590275679
119,-0.5896428633283565
120,-0.20701089700982436
121,-1.1980329511280752
122,-1.6746195699326245
123,-0.8917313426630413
124,-1.030054294368482
125,-0.6493619388818154
126,-0.5584981731016604
127,-0.49645372569299484
128,-1.0969057628325465
129,-0.5443023782767203
130,-1.1586156554549678
131,-1.2799561782247604
132,-0.6711381867019199
133,-0.7135267525774431
134,-0.6530640856322468
135,-0.8900242305104833
136,-0.8779393255805918
137,-1.3547192199544316
138,-0.11376915939682088
139,-0.6798601527459811
140,-0.4461369881155667
141,0.8367009150666849
142,-0.3494672102254961
143,-0.398457123526792
144,0.008117223365713206
145,-0.47893599776205903
146,-1.30798188440453
147,-0.17326803939211297
148,0.08125336653129062
149,-0.8425756725104404
150,-0.47158187120405787
151,-1.2193679927877554
152,-1.3013177323844196
153,-1.2953977311998837
154,-1.2703820001280541
155,-0.4994593879523002
156,-1.2362615311623668
157,-1.2466068706354718
158,-1.2040274916471918
159,-1.0130521282358569
160,-0.6302427530424489
161,-1.2201074144179471
162,-1.196490665528398
163,-1.187803482323984
164,-1.2076983716169913
165,-1.6371118488667475
166,-1.440397451086914
167,-1.4128512746007802
168,-1.0212412123680936
169,-1.267305248758804
170,-1.2425369596032345
171,-1.2225772021657777
172,-1.1215703845986975
173,-1.0774765195788245
174,-0.8050794664519291
175,-1.0636426896680684
176,-1.0455898535395614
177,-1.1678264579905107
178,-0.8246154242739885
179,-0.35116902630031227
180,-1.3031181117875186
181,-0.14890155413922973
182,-1.0329164854906328
183,-1.0389285935919224
184,-1.4057898624197338
185,0.12152290757655221
186,-0.725313539248007
187,0.6321149217228633
188,-1.1780065979014007
189,-1.2452058625030509
190,-1.214553721836106
191,-0.2881429450091294
192,-1.4615672354782911
193,0.20084495620309753
194,-0.8064056453450562
195,-0.6574782422053227
196,-0.09711482725232269
197,-0.8861501044139121
198,-1.0125008613683806
199,-0.9555943720683316
200,-1.06001231986378
201,-0.9292139011093234
202,-1.1344766912171742
203,-0.9408278733923028
204,-1.5483452674380895
205,-1.255476615476637
206,-1.2299334591439868
207,-1.1794432865392068
208,-1.5356963492582536
209,-1.388164700480373
210,-1.41272426461129
211,-1.419658441570693
212,-1.090065597446764
213,-1.388894969405661
214,-0.6351183125940991
215,-0.826443833622549
216,-1.214346310127404
217,-0.9946418582051765
218,-1.0829897040979344
219,-1.2354246459156828
220,-0.7010258184322262
221,-0.1870038602120305
222,-0.7204432586292425
223,-0.34437634073481915
224,-0.490289347939852
225,-1.0017910637496985
226,-0.17803560001985094
227,0.10068953358605515
228,-0.7272964645985864
229,2.1871012867978528
230,-0.30714222515751266
231,-1.284206960235528
232,-0.6697721455196392
233,-0.6608685510126219
234,-0.35900338010047766
235,-0.8735423036773438
236,-0.7892347594314596
237,-0.2630427018021964
238,-0.6324773372655864
239,-0.9872003082218851
240,-0.7113827058406598
241,-1.4851265420834394
242,-1.1149965402610515
243,-0.9263896730190295
244,-1.492189866644044
245,-0.9200238786753919
246,-0.9610753679620914
247,-1.6793905135680738
248,-1.2784823620669639
249,-1.6753393610246512
250,-0.4099713722835748
251,-1.3215127809748204
252,-0.9587379479294449
253,-1.297202070569556
254,-1.3201856046614122
255,-1.6360165647842182
256,-0.8687759265614632
257,-1.3576303199401847
258,-1.4369480784369484
259,-1.4390898867331259
260,-1.3556918369450728
261,-1.4245385624517966
262,-0.8496681316031997
263,-0.08084144425075045
264,-0.6118214234742049
265,-1.320044364613004
266,-0.24277196886909025
267,-0.6817061144167595
268,-0.8145360061981255
269,-1.1164661111831367
270,-1.2836169631215135
271,-0.4810747505670997
272,-0.8592382681138813
273,-0.8209602871430441
274,-0.5778262682644019
275,-0.58083202500782
276,-0.051880280953489774
277,-1.3336705455840836
278,-1.4136564692143978
279,-1.4069531489669296
280,-1.2921066330246604
281,-1.2715548902158762
282,-1.2605521183893797
283,-1.5511477875164066
284,-1.4574280781615987
285,-1.3046229084639651
286,-1.674556322696441
287,-0.4507183689521729
288,-1.0153259290845449
289,-0.7455648318997008
290,-0.9240070513269328
291,-0.7747016512104187
292,-0.5001362345570859
293,-0.7353681063644103
294,-0.7396136862138415
295,-0.4489163283248579
296,-0.1967860882636397
297,-0.6492899736690999
298,-0.9713490529637331
299,-1.3876869313002587
300,-0.4507373014172085
301,-0.4363072466932144
302,-0.3529309174786455
303,-0.8358063394509635
304,-0.5117294301994452
305,-0.5896529345006116
306,-0.6765330710329224
307,-0.8761193044988244
308,-0.3615774222230854
309,-0.2668232275990666
310,-0.46786105512902054
311,-0.41299126060301394
312,-0.457586501028266
313,-0.3922630735534895
314,1.0129928639930807
315,0.27870961688794915
316,0.998949315265928
317,-1.1256727824052766
318,-1.1917663347091476
319,-1.2062178979916383
